file_name, index, energy_consumed(J), time_used(ms)
lga_passengers.csv, 1, 0.21101909922376763,  78.87 
rail_lines.csv, 1, 0.009458301541460514,  3.69 
occupancy.csv, 1, 0.6272846074581286,  233.21 
uk_coal_employ.csv, 1, 0.0063451793858700966,  2.67 
bitcoin.csv, 1, 0.11209423036658223,  42.68 
quality_control_3.csv, 1, 0.032812531457086604,  12.68 
measles.csv, 1, 0.21967476494840754,  82.29 
us_population.csv, 1, 0.6964125034037647,  259.74 
gdp_argentina.csv, 1, 0.003531860001097584,  1.24 
quality_control_5.csv, 1, 0.04374667539645657,  15.32 
debt_ireland.csv, 1, 0.003541644411948255,  0.95 
gdp_croatia.csv, 1, 0.0021366799628788156,  0.79 
ratner_stock.csv, 1, 0.10033167977026324,  37.80 
quality_control_1.csv, 1, 0.0823458197431296,  31.25 
usd_isk.csv, 1, 0.07879036796505944,  29.67 
iceland_tourism.csv, 1, 0.049868037586081757,  18.92 
homeruns.csv, 1, 0.027034806256879165,  10.46 
global_co2.csv, 1, 0.032921718381696795,  12.53 
bank.csv, 2, 0.02855053655399843,  10.59 
shanghai_license.csv, 2, 0.04914603306241815,  18.60 
nile.csv, 2, 0.01794221766542023,  7.11 
construction.csv, 2, 0.18362898817706083,  68.51 
well_log.csv, 2, 0.03519963504495763,  13.14 
centralia.csv, 2, 0.001174521268621902,  0.52 
gdp_japan.csv, 2, 0.003242954200936765,  0.87 
jfk_passengers.csv, 2, 0.039003230866378545,  14.63 
businv.csv, 2, 0.07580905124340234,  28.66 
quality_control_4.csv, 2, 0.08097640244261811,  30.14 
brent_spot.csv, 2, 0.2232742673530902,  83.64 
robocalls.csv, 2, 0.0021508396864214773,  0.87 
ozone.csv, 2, 0.002141464818178065,  0.79 
scanline_42049.csv, 2, 0.14852873267558833,  56.01 
seatbelts.csv, 2, 0.0074077099654095944,  3.11 
bee_waggle_6.csv, 2, 0.17023759050181525,  62.31 
quality_control_2.csv, 2, 0.060801378887213105,  22.70 
children_per_woman.csv, 2, 0.05271488093901553,  20.19 
apple.csv, 2, 0.05726580616392539,  21.81 
run_log.csv, 2, 0.04234223582800496,  15.50 
scanline_126007.csv, 2, 0.03412458693474946,  13.18 
unemployment_nl.csv, 2, 0.014720442294212717,  5.43 
gdp_iran.csv, 2, 0.005239886186259355,  1.99 
co2_canada.csv, 2, 0.028403892291441933,  10.91 
lga_passengers.csv, 2, 0.03692743258365681,  14.24 
rail_lines.csv, 2, 0.003242350783366419,  1.12 
occupancy.csv, 2, 0.1070537030698324,  39.60 
uk_coal_employ.csv, 2, 0.00526029020278429,  2.07 
bitcoin.csv, 2, 0.060844089031336354,  22.73 
quality_control_3.csv, 2, 0.06867954453230823,  26.28 
measles.csv, 2, 0.09179176750807301,  31.60 
us_population.csv, 2, 0.101751342296036,  35.78 
gdp_argentina.csv, 2, 0.0032677887582781297,  0.96 
quality_control_5.csv, 2, 0.1355354977698539,  51.46 
debt_ireland.csv, 2, 0.0021698359946481106,  0.74 
gdp_croatia.csv, 2, 0.002140019121811747,  0.61 
ratner_stock.csv, 2, 0.057582199978273824,  21.40 
quality_control_1.csv, 2, 0.011278727731166782,  4.45 
usd_isk.csv, 2, 0.08103139097263239,  30.63 
iceland_tourism.csv, 2, 0.01916276227829712,  7.09 
homeruns.csv, 2, 0.11013918506438813,  41.14 
global_co2.csv, 2, 0.00423726106695085,  1.89 
bank.csv, 3, 0.09961337399608511,  37.80 
shanghai_license.csv, 3, 0.013675309789530275,  5.51 
nile.csv, 3, 0.07330787081962625,  28.07 
construction.csv, 3, 0.2352781460124993,  89.10 
well_log.csv, 3, 0.28616746679632116,  107.66 
centralia.csv, 3, 0.0021381718171733155,  0.71 
gdp_japan.csv, 3, 0.003162342685866406,  1.38 
jfk_passengers.csv, 3, 0.1583793670478167,  59.51 
businv.csv, 3, 0.08327784754798358,  31.37 
quality_control_4.csv, 3, 0.06277886708863206,  24.21 
brent_spot.csv, 3, 0.0695309784801043,  26.36 
robocalls.csv, 3, 0.013013041726210303,  4.86 
ozone.csv, 3, 0.003241570046138804,  1.25 
scanline_42049.csv, 3, 0.04439051865403826,  16.66 
seatbelts.csv, 3, 0.05730828492980436,  21.48 
bee_waggle_6.csv, 3, 0.14514583686604965,  54.03 
quality_control_2.csv, 3, 0.057738605863214616,  21.67 
children_per_woman.csv, 3, 0.39497969588310977,  148.48 
apple.csv, 3, 0.24408170521167677,  85.04 
run_log.csv, 3, 0.07226534842779757,  26.85 
scanline_126007.csv, 3, 0.0615142452164082,  23.29 
unemployment_nl.csv, 3, 0.028623130531718742,  10.94 
gdp_iran.csv, 3, 0.016962679542155003,  6.48 
co2_canada.csv, 3, 0.04196339915332146,  15.87 
lga_passengers.csv, 3, 0.18128873111334087,  68.12 
rail_lines.csv, 3, 0.00739654215457449,  3.01 
occupancy.csv, 3, 0.6702333583120685,  248.67 
uk_coal_employ.csv, 3, 0.047339089820529805,  17.74 
bitcoin.csv, 3, 0.1083001124760699,  40.76 
quality_control_3.csv, 3, 0.042720357193106795,  15.92 
measles.csv, 3, 0.056180485877628146,  20.89 
us_population.csv, 3, 0.3047440210403715,  114.67 
gdp_argentina.csv, 3, 0.00430686660352876,  1.53 
quality_control_5.csv, 3, 0.021193119267300064,  8.16 
debt_ireland.csv, 3, 0.003674470937969545,  1.49 
gdp_croatia.csv, 3, 0.0021389770295127163,  0.72 
ratner_stock.csv, 3, 0.038361485257519236,  14.23 
quality_control_1.csv, 3, 0.11770977392353416,  44.45 
usd_isk.csv, 3, 0.10013244763730199,  37.59 
iceland_tourism.csv, 3, 0.013815430111060322,  5.07 
homeruns.csv, 3, 0.00951355018160939,  3.64 
global_co2.csv, 3, 0.042736738532264555,  15.93 
bank.csv, 4, 0.0583716868805368,  22.21 
shanghai_license.csv, 4, 0.04945744872472005,  18.78 
nile.csv, 4, 0.010575737800779734,  4.17 
construction.csv, 4, 0.4159914468551733,  150.01 
well_log.csv, 4, 0.10795062618419252,  40.71 
centralia.csv, 4, 0.002124019197819962,  0.98 
gdp_japan.csv, 4, 0.005338634232446111,  1.89 
jfk_passengers.csv, 4, 0.287917320712379,  108.24 
businv.csv, 4, 0.08679839416859067,  32.48 
quality_control_4.csv, 4, 0.037156834210895794,  14.00 
brent_spot.csv, 4, 0.08252293486047164,  31.58 
robocalls.csv, 4, 0.019441185450725696,  7.47 
ozone.csv, 4, 0.007510299795251285,  2.56 
scanline_42049.csv, 4, 0.15088057068205443,  56.90 
seatbelts.csv, 4, 0.057059984694367356,  21.26 
bee_waggle_6.csv, 4, 0.08526217928974575,  31.53 
quality_control_2.csv, 4, 0.11827777382762178,  44.58 
children_per_woman.csv, 4, 0.15615401202677276,  58.19 
apple.csv, 4, 0.12447570282753986,  46.27 
run_log.csv, 4, 0.10299158196881762,  38.22 
scanline_126007.csv, 4, 0.08266947778193298,  30.98 
unemployment_nl.csv, 4, 0.051010677530471185,  19.33 
gdp_iran.csv, 4, 0.021330632799208615,  7.77 
co2_canada.csv, 4, 0.02938402078299532,  11.04 
lga_passengers.csv, 4, 0.06515591299708376,  24.27 
rail_lines.csv, 4, 0.010018394536850793,  3.88 
occupancy.csv, 4, 0.14334883478601113,  52.36 
uk_coal_employ.csv, 4, 0.007444361306374958,  2.81 
bitcoin.csv, 4, 0.13039353343577204,  48.80 
quality_control_3.csv, 4, 0.02660868563605618,  10.00 
measles.csv, 4, 0.11100751049330938,  41.48 
us_population.csv, 4, 0.39466226142945743,  140.27 
gdp_argentina.csv, 4, 0.010718680455452158,  4.27 
quality_control_5.csv, 4, 0.2606003192181333,  97.59 
debt_ireland.csv, 4, 0.0032419422553357437,  1.36 
gdp_croatia.csv, 4, 0.0021922716779181426,  0.85 
ratner_stock.csv, 4, 0.2911775828820419,  109.03 
quality_control_1.csv, 4, 0.07078138512823898,  26.40 
usd_isk.csv, 4, 0.13636868501271693,  51.27 
iceland_tourism.csv, 4, 0.044995774465023716,  17.03 
homeruns.csv, 4, 0.01071976420591909,  3.80 
global_co2.csv, 4, 0.04979205957260092,  18.90 
bank.csv, 5, 0.033747655845700136,  12.64 
shanghai_license.csv, 5, 0.026579871841890965,  10.17 
nile.csv, 5, 0.00851273989033416,  3.16 
construction.csv, 5, 0.0965975504385051,  36.63 
well_log.csv, 5, 0.06581748165609952,  24.92 
centralia.csv, 5, 0.002204669844900309,  0.63 
gdp_japan.csv, 5, 0.002283626181856562,  1.01 
jfk_passengers.csv, 5, 0.06123989690271628,  23.30 
businv.csv, 5, 0.23331422295691936,  87.09 
quality_control_4.csv, 5, 0.022251521813591354,  8.61 
brent_spot.csv, 5, 0.06666536917774919,  25.22 
robocalls.csv, 5, 0.010606030457229281,  4.15 
ozone.csv, 5, 0.0032283899022286277,  0.89 
scanline_42049.csv, 5, 0.12826595574899785,  47.64 
seatbelts.csv, 5, 0.03885673358770873,  14.27 
bee_waggle_6.csv, 5, 0.16158945864203816,  59.27 
quality_control_2.csv, 5, 0.03813596477773899,  14.39 
children_per_woman.csv, 5, 0.10698566352474245,  39.98 
apple.csv, 5, 0.08331624136215851,  30.93 
run_log.csv, 5, 0.06078304412872058,  20.72 
scanline_126007.csv, 5, 0.09063770965657113,  31.27 
unemployment_nl.csv, 5, 0.18854988072063406,  70.90 
gdp_iran.csv, 5, 0.01590664658467631,  6.02 
co2_canada.csv, 5, 0.026055709405345625,  10.01 
lga_passengers.csv, 5, 0.07233489665746219,  27.43 
rail_lines.csv, 5, 0.0063786788982997675,  2.15 
occupancy.csv, 5, 0.261707414735979,  96.78 
uk_coal_employ.csv, 5, 0.04312074528381345,  15.76 
bitcoin.csv, 5, 0.051458303647245886,  19.82 
quality_control_3.csv, 5, 0.015215506344966344,  5.58 
measles.csv, 5, 0.051975417882486,  19.66 
us_population.csv, 5, 0.2000881725253066,  74.72 
gdp_argentina.csv, 5, 0.00216433008986769,  1.10 
quality_control_5.csv, 5, 0.024391786025976216,  9.04 
debt_ireland.csv, 5, 0.002122813074761325,  1.03 
gdp_croatia.csv, 5, 0.0015616120350841812,  0.85 
ratner_stock.csv, 5, 0.02518299446101082,  9.66 
quality_control_1.csv, 5, 0.047823735312381356,  17.98 
usd_isk.csv, 5, 0.02523129890313612,  9.86 
iceland_tourism.csv, 5, 0.05468046223671991,  20.22 
homeruns.csv, 5, 0.04447274394916803,  17.15 
global_co2.csv, 5, 0.03722618306168897,  14.07 
bank.csv, 6, 0.052005100987489644,  19.40 
shanghai_license.csv, 6, 0.062092034838688054,  23.86 
nile.csv, 6, 0.016134990085720346,  5.69 
construction.csv, 6, 0.2944464892083124,  110.66 
well_log.csv, 6, 0.303721805640389,  114.41 
centralia.csv, 6, 0.0010562328646801689,  0.43 
gdp_japan.csv, 6, 0.002126858496699242,  0.99 
jfk_passengers.csv, 6, 0.06948525079023966,  26.29 
businv.csv, 6, 0.0828718610710439,  31.10 
quality_control_4.csv, 6, 0.03452278759495584,  12.79 
brent_spot.csv, 6, 0.20393535323245487,  71.98 
robocalls.csv, 6, 0.022632203463463157,  7.71 
ozone.csv, 6, 0.004238673072914026,  1.52 
scanline_42049.csv, 6, 0.1634299266544167,  61.72 
seatbelts.csv, 6, 0.04839911550347551,  18.01 
bee_waggle_6.csv, 6, 0.05071775075816277,  18.58 
quality_control_2.csv, 6, 0.03208554324740817,  12.08 
children_per_woman.csv, 6, 0.18397141388658383,  69.11 
apple.csv, 6, 0.04744576038621744,  17.60 
run_log.csv, 6, 0.07100488078192939,  26.24 
scanline_126007.csv, 6, 0.032018128011300176,  12.15 
unemployment_nl.csv, 6, 0.15810313686769406,  59.76 
gdp_iran.csv, 6, 0.021305576459149052,  8.01 
co2_canada.csv, 6, 0.02980279040873029,  11.15 
lga_passengers.csv, 6, 0.4433369018003532,  166.43 
rail_lines.csv, 6, 0.005313891395703649,  2.14 
occupancy.csv, 6, 0.04059573300356533,  15.34 
uk_coal_employ.csv, 6, 0.0135568799235989,  5.09 
bitcoin.csv, 6, 0.04918058824469426,  18.45 
quality_control_3.csv, 6, 0.04716276230659787,  18.22 
measles.csv, 6, 0.10910917159389101,  40.75 
us_population.csv, 6, 0.18694726014916796,  69.50 
gdp_argentina.csv, 6, 0.004271657567132933,  1.81 
quality_control_5.csv, 6, 0.024694906192421512,  9.00 
debt_ireland.csv, 6, 0.0032106357324028067,  0.84 
gdp_croatia.csv, 6, 0.0021437214524212323,  0.53 
ratner_stock.csv, 6, 0.06374090732600507,  23.83 
quality_control_1.csv, 6, 0.027672887165826977,  10.61 
usd_isk.csv, 6, 0.020139471081547525,  7.54 
iceland_tourism.csv, 6, 0.013802860648420392,  5.28 
homeruns.csv, 6, 0.06941641448293921,  26.56 
global_co2.csv, 6, 0.02562048803903508,  9.42 
bank.csv, 7, 0.0381694650483314,  14.52 
shanghai_license.csv, 7, 0.013788585202173636,  5.31 
nile.csv, 7, 0.008497082529438559,  3.37 
construction.csv, 7, 0.11282678600555755,  40.15 
well_log.csv, 7, 0.4710728405721784,  172.92 
centralia.csv, 7, 0.004256368053211191,  1.70 
gdp_japan.csv, 7, 0.0032262303403194892,  1.35 
jfk_passengers.csv, 7, 0.05769596101927164,  21.95 
businv.csv, 7, 0.30134260726777484,  112.96 
quality_control_4.csv, 7, 0.0744823875807424,  27.77 
brent_spot.csv, 7, 0.06991001178733768,  25.73 
robocalls.csv, 7, 0.00960368181490594,  3.71 
ozone.csv, 7, 0.005286945087664208,  2.09 
scanline_42049.csv, 7, 0.2794605419810796,  104.44 
seatbelts.csv, 7, 0.014878491346180453,  5.63 
bee_waggle_6.csv, 7, 0.05427402707461624,  20.00 
quality_control_2.csv, 7, 0.13480699136719976,  50.32 
children_per_woman.csv, 7, 0.13024136218558852,  48.53 
apple.csv, 7, 0.10087221311359826,  37.31 
run_log.csv, 7, 0.10557606952931564,  38.90 
scanline_126007.csv, 7, 0.06040462614412718,  22.65 
unemployment_nl.csv, 7, 0.05057745692718982,  19.19 
gdp_iran.csv, 7, 0.016058933488020555,  6.24 
co2_canada.csv, 7, 0.017563522147816,  6.67 
lga_passengers.csv, 7, 0.05268030984568213,  19.56 
rail_lines.csv, 7, 0.008526037214001008,  2.92 
occupancy.csv, 7, 0.23081603937356704,  84.88 
uk_coal_employ.csv, 7, 0.005359365150757185,  2.23 
bitcoin.csv, 7, 0.08977956898135744,  33.59 
quality_control_3.csv, 7, 0.4425450288703769,  157.92 
measles.csv, 7, 0.1086968887020248,  40.40 
us_population.csv, 7, 0.2634242378538647,  97.93 
gdp_argentina.csv, 7, 0.004344312078110306,  1.48 
quality_control_5.csv, 7, 0.021427949094390896,  7.97 
debt_ireland.csv, 7, 0.002841352294067292,  1.23 
gdp_croatia.csv, 7, 0.002184083520796776,  0.70 
ratner_stock.csv, 7, 0.045173451570972245,  16.90 
quality_control_1.csv, 7, 0.27236204069872655,  101.56 
usd_isk.csv, 7, 0.16940367618474284,  62.97 
iceland_tourism.csv, 7, 0.07947409203562074,  29.64 
homeruns.csv, 7, 0.011773480384567847,  4.29 
global_co2.csv, 7, 0.04760332711744013,  17.98 
bank.csv, 8, 0.24507243119925534,  91.03 
shanghai_license.csv, 8, 0.17697667828675548,  65.76 
nile.csv, 8, 0.012782880270506211,  4.46 
construction.csv, 8, 0.05583321667612836,  20.79 
well_log.csv, 8, 0.2880691863504171,  107.69 
centralia.csv, 8, 0.0018236789810225672,  0.02 
gdp_japan.csv, 8, 0.004300095920862077,  1.54 
jfk_passengers.csv, 8, 0.10202801649563753,  38.18 
businv.csv, 8, 0.057675322005534324,  21.58 
quality_control_4.csv, 8, 0.09280782775488206,  34.76 
brent_spot.csv, 8, 0.16346882190858195,  61.00 
robocalls.csv, 8, 0.007522507378862429,  2.94 
ozone.csv, 8, 0.007550899612047033,  2.93 
scanline_42049.csv, 8, 0.2825878121463666,  99.89 
seatbelts.csv, 8, 0.0279453025460316,  10.46 
bee_waggle_6.csv, 8, 0.3500927554498821,  128.21 
quality_control_2.csv, 8, 0.10019391523417653,  36.98 
children_per_woman.csv, 8, 0.03977712130629243,  14.92 
apple.csv, 8, 0.17337493294859996,  63.85 
run_log.csv, 8, 0.05100277342679419,  19.06 
scanline_126007.csv, 8, 0.20496003424478204,  76.99 
unemployment_nl.csv, 8, 0.04924928101381283,  18.35 
gdp_iran.csv, 8, 0.021199761657503587,  7.86 
co2_canada.csv, 8, 0.039457274287324255,  14.97 
lga_passengers.csv, 8, 0.11509962301352061,  43.59 
rail_lines.csv, 8, 0.004245560574513547,  1.51 
occupancy.csv, 8, 0.08983507892524813,  33.38 
uk_coal_employ.csv, 8, 0.0798201438906699,  29.77 
bitcoin.csv, 8, 0.3773199575223316,  142.20 
quality_control_3.csv, 8, 0.18737115313897904,  70.27 
measles.csv, 8, 0.20818447150061728,  78.13 
us_population.csv, 8, 0.09569713071542083,  35.67 
gdp_argentina.csv, 8, 0.004212542100617611,  1.56 
quality_control_5.csv, 8, 0.20374070913136622,  75.95 
debt_ireland.csv, 8, 0.001092709247309358,  0.03 
gdp_croatia.csv, 8, 0.001003104955116214,  0.04 
ratner_stock.csv, 8, 0.2297434215161229,  83.21 
quality_control_1.csv, 8, 0.10147550174506705,  37.99 
usd_isk.csv, 8, 0.09912920381547337,  37.15 
iceland_tourism.csv, 8, 0.030636828691131088,  11.69 
homeruns.csv, 8, 0.012655876116032232,  4.52 
global_co2.csv, 8, 0.018916688390709167,  7.14 
bank.csv, 9, 0.058429339978665666,  22.26 
shanghai_license.csv, 9, 0.020172396701136675,  7.37 
nile.csv, 9, 0.049784050865418976,  18.86 
construction.csv, 9, 0.1923052236449894,  72.33 
well_log.csv, 9, 0.17110961740185304,  63.96 
centralia.csv, 9, 0.0021873913764466125,  0.68 
gdp_japan.csv, 9, 0.02650898267721459,  10.23 
jfk_passengers.csv, 9, 0.1078573819562098,  40.14 
businv.csv, 9, 0.3119081524613466,  117.01 
quality_control_4.csv, 9, 0.18827058800254234,  70.47 
brent_spot.csv, 9, 0.06731087891367679,  25.40 
robocalls.csv, 9, 0.01803820590748728,  6.66 
ozone.csv, 9, 0.003186660011388085,  1.21 
scanline_42049.csv, 9, 0.1058399775019916,  39.90 
seatbelts.csv, 9, 0.009526269185198544,  3.96 
bee_waggle_6.csv, 9, 0.05735046492601214,  21.21 
quality_control_2.csv, 9, 0.09344192352265963,  34.93 
children_per_woman.csv, 9, 0.04314711354720203,  16.74 
apple.csv, 9, 0.04701464278620733,  17.40 
run_log.csv, 9, 0.09634026954239744,  35.25 
scanline_126007.csv, 9, 0.06818277092291282,  25.82 
unemployment_nl.csv, 9, 0.02235509340977842,  8.54 
gdp_iran.csv, 9, 0.008432902286185708,  3.06 
co2_canada.csv, 9, 0.019373301091854957,  7.32 
lga_passengers.csv, 9, 0.06568963804051237,  23.66 
rail_lines.csv, 9, 0.007227881386234003,  2.53 
occupancy.csv, 9, 0.057672004657115396,  19.79 
uk_coal_employ.csv, 9, 0.010058943652966263,  3.56 
bitcoin.csv, 9, 0.16861314189732185,  63.16 
quality_control_3.csv, 9, 0.0920524165129882,  34.44 
measles.csv, 9, 0.1049025126367269,  39.16 
us_population.csv, 9, 0.30397612585795286,  113.78 
gdp_argentina.csv, 9, 0.0032546204578920877,  1.11 
quality_control_5.csv, 9, 0.1760597622482601,  66.08 
debt_ireland.csv, 9, 0.0042531459618567165,  1.65 
gdp_croatia.csv, 9, 0.007434896144586673,  2.97 
ratner_stock.csv, 9, 0.4777317092127214,  178.70 
quality_control_1.csv, 9, 0.06158775547241021,  22.96 
usd_isk.csv, 9, 0.2657612510371382,  99.29 
iceland_tourism.csv, 9, 0.1349188070031869,  50.02 
homeruns.csv, 9, 0.032061136494530726,  12.06 
global_co2.csv, 9, 0.01603527786509403,  5.87 
bank.csv, 10, 0.022476127974077827,  8.55 
shanghai_license.csv, 10, 0.04838781124841262,  18.47 
nile.csv, 10, 0.02771716807291341,  10.23 
construction.csv, 10, 0.11711458624106853,  43.97 
well_log.csv, 10, 0.047852055280236526,  17.87 
centralia.csv, 10, 0.001103672592289513,  0.40 
gdp_japan.csv, 10, 0.0032282665610819093,  1.24 
jfk_passengers.csv, 10, 0.02073454708634017,  8.22 
businv.csv, 10, 0.10802876131207995,  39.79 
quality_control_4.csv, 10, 0.027695808829948872,  10.46 
brent_spot.csv, 10, 0.03726071118729123,  14.25 
robocalls.csv, 10, 0.005359404728924346,  2.10 
ozone.csv, 10, 0.0035503146337214275,  1.17 
scanline_42049.csv, 10, 0.0684311898911801,  23.63 
seatbelts.csv, 10, 0.034245081533836125,  11.51 
bee_waggle_6.csv, 10, 0.10194254551268386,  37.11 
quality_control_2.csv, 10, 0.014960923039316185,  5.73 
children_per_woman.csv, 10, 0.06011454692965344,  22.45 
apple.csv, 10, 0.06637819431184652,  24.30 
run_log.csv, 10, 0.04299476558295282,  15.79 
scanline_126007.csv, 10, 0.02302338805831823,  8.83 
unemployment_nl.csv, 10, 0.008583190932713479,  3.22 
gdp_iran.csv, 10, 0.004271695550323784,  1.83 
co2_canada.csv, 10, 0.01600546835791647,  6.01 
lga_passengers.csv, 10, 0.05495863823675791,  20.99 
rail_lines.csv, 10, 0.004275938872742699,  1.67 
occupancy.csv, 10, 0.13220178761437637,  48.10 
uk_coal_employ.csv, 10, 0.030364160745002665,  10.86 
bitcoin.csv, 10, 0.048503595059864894,  17.69 
quality_control_3.csv, 10, 0.09711199764858065,  36.08 
measles.csv, 10, 0.1419365671491596,  52.58 
us_population.csv, 10, 0.1877374160661475,  69.06 
gdp_argentina.csv, 10, 0.002189858747196922,  0.86 
quality_control_5.csv, 10, 0.04549665542375805,  17.06 
debt_ireland.csv, 10, 0.0022184134800136233,  0.67 
gdp_croatia.csv, 10, 0.0010810335479618516,  0.41 
ratner_stock.csv, 10, 0.04675967363260497,  17.68 
quality_control_1.csv, 10, 0.023470934186989326,  8.66 
usd_isk.csv, 10, 0.05100316790087163,  19.24 
iceland_tourism.csv, 10, 0.03663103300102193,  13.95 
homeruns.csv, 10, 0.008610393156350255,  3.02 
global_co2.csv, 10, 0.026368704804253865,  9.95 
bank.csv, 11, 0.07035053757605056,  26.05 
shanghai_license.csv, 11, 0.014019350144390047,  4.95 
nile.csv, 11, 0.04845923549859435,  18.30 
construction.csv, 11, 0.1740464766637251,  64.75 
well_log.csv, 11, 0.16128106226450656,  59.95 
centralia.csv, 11, 0.0023339513020164304,  0.60 
gdp_japan.csv, 11, 0.003201750651851398,  1.16 
jfk_passengers.csv, 11, 0.06159165969042078,  22.63 
businv.csv, 11, 0.14402429172797382,  53.89 
quality_control_4.csv, 11, 0.05495488564994048,  20.44 
brent_spot.csv, 11, 0.09142933906114195,  31.37 
robocalls.csv, 11, 0.024657398981980806,  8.59 
ozone.csv, 11, 0.0035439539280378084,  1.05 
scanline_42049.csv, 11, 0.07864633871168734,  29.40 
seatbelts.csv, 11, 0.028954075875917626,  10.80 
bee_waggle_6.csv, 11, 0.21102810350552317,  77.20 
quality_control_2.csv, 11, 0.0678613101776773,  25.17 
children_per_woman.csv, 11, 0.037273185174735775,  13.99 
apple.csv, 11, 0.10153749673041602,  37.29 
run_log.csv, 11, 0.05797121515285653,  21.45 
scanline_126007.csv, 11, 0.32279479537645783,  119.88 
unemployment_nl.csv, 11, 0.04440537197330741,  16.34 
gdp_iran.csv, 11, 0.01537404898834211,  5.95 
co2_canada.csv, 11, 0.025825535879766902,  9.38 
lga_passengers.csv, 11, 0.11651530147420999,  43.87 
rail_lines.csv, 11, 0.016168234543520156,  5.78 
occupancy.csv, 11, 0.05781163106012173,  21.66 
uk_coal_employ.csv, 11, 0.0075741340591685006,  2.88 
bitcoin.csv, 11, 0.06769406614872424,  25.68 
quality_control_3.csv, 11, 0.024737644219158028,  9.27 
measles.csv, 11, 0.10514673260374366,  38.87 
us_population.csv, 11, 0.17860022325320643,  66.24 
gdp_argentina.csv, 11, 0.004356972844998381,  1.28 
quality_control_5.csv, 11, 0.13021778204037218,  48.16 
debt_ireland.csv, 11, 0.0021861651662675287,  0.99 
gdp_croatia.csv, 11, 0.0021586894796473645,  0.60 
